Date,Open,High,Low,Close,Volume
1/2/2020 16:00:00,153.38,153.41,151.55,152.61,1272708
1/3/2020 16:00:00,152.57,153.88,151.24,152.91,809816
1/6/2020 16:00:00,153.07,153.94,152.29,153.37,869325
1/7/2020 16:00:00,153.19,153.29,151.51,151.52,1199590
1/8/2020 16:00:00,151.78,153.34,150.95,151.97,901226
1/9/2020 16:00:00,152.23,153.01,151.72,152.8,504939
1/10/2020 16:00:00,152.69,154.08,152.32,153.67,523574
1/13/2020 16:00:00,153.77,156.26,153.35,156.2,1064976
1/14/2020 16:00:00,155.73,156.32,155,156.25,1166606
1/15/2020 16:00:00,156.25,157.54,156.06,156.67,619209
1/16/2020 16:00:00,156.88,157.87,156.83,157.13,489515
1/17/2020 16:00:00,157.23,157.93,156.73,157.7,718444
1/21/2020 16:00:00,157.7,159.15,156.54,159.1,1051846
1/22/2020 16:00:00,159.5,160.17,159.01,159.63,768511
1/23/2020 16:00:00,159.63,161.16,158.55,159.07,693178
1/24/2020 16:00:00,160,160.96,157.65,158.28,839836
1/27/2020 16:00:00,160.41,162.17,159.96,159.96,2502434
1/28/2020 16:00:00,159.17,159.46,156.06,156.07,1044522
1/29/2020 16:00:00,156,156.65,155.15,155.21,859625
1/30/2020 16:00:00,156.04,156.39,154.87,155.86,912062
1/31/2020 16:00:00,156.65,158.25,156.51,157.31,1769788
2/3/2020 16:00:00,157.65,158.85,154.88,155.84,1676219
2/4/2020 16:00:00,158.78,165,158.48,163.62,3172785
2/5/2020 16:00:00,163.28,165.94,163.27,165.34,1882735
2/6/2020 16:00:00,166.03,167.39,164.94,165.07,1102088
2/7/2020 16:00:00,165.07,166.55,163.51,166.23,1004402
2/10/2020 16:00:00,166.86,168.96,166.29,167.66,787718
2/11/2020 16:00:00,167.49,167.75,164.66,164.76,889117
2/12/2020 16:00:00,164.24,164.31,162.68,164.23,1048306
2/13/2020 16:00:00,164.58,165.13,163.81,164.77,787800
2/14/2020 16:00:00,164.99,165.1,164.19,164.83,724885
2/18/2020 16:00:00,165.26,165.36,163.86,164.82,629011
2/19/2020 16:00:00,165,165.72,164.1,164.84,612202
2/20/2020 16:00:00,164.73,164.97,163.59,164.17,673068
2/21/2020 16:00:00,163.69,165.27,163.69,164.64,794584
2/24/2020 16:00:00,165.89,168.26,165.71,167.19,2094302
2/25/2020 16:00:00,167.66,169.73,166.66,167.85,2351899
2/26/2020 16:00:00,167.91,168.93,166.52,168.03,2854620
2/27/2020 16:00:00,170,174.17,168.34,168.7,4309236
2/28/2020 16:00:00,172.33,172.54,155.83,159.42,4701108
3/2/2020 16:00:00,163.1,172.1,162.81,172.01,3753358
3/3/2020 16:00:00,173.08,174.98,166.09,167.87,3374747
3/4/2020 16:00:00,170.9,174.74,168.47,172.52,3144088
3/5/2020 16:00:00,170.27,177.32,169.73,175.85,2778252
3/6/2020 16:00:00,171.94,174.7,168.57,173.26,2222295
3/9/2020 16:00:00,167.95,177.77,167,174.9,3489624
3/10/2020 16:00:00,176.62,178.88,167.32,175,2766555
3/11/2020 16:00:00,173.05,174.98,166.32,169.4,2377042
3/12/2020 16:00:00,160.1,169.8,158,158.7,3280284
3/13/2020 16:00:00,164,168.33,156.68,167.77,2964639
3/16/2020 16:00:00,170.2,178.25,164.5,174.69,5350230
3/17/2020 16:00:00,178.91,205,176.43,197.88,7478735
3/18/2020 16:00:00,197.12,214.26,185.47,190.95,7072075
3/19/2020 16:00:00,193.57,199.54,187.03,191.78,4546105
3/20/2020 16:00:00,190.61,191.05,175.21,177.4,5571393
3/23/2020 16:00:00,176.84,177.44,168.54,170.14,3436981
3/24/2020 16:00:00,171.42,175.69,165.22,168.32,2929520
3/25/2020 16:00:00,166,170.48,161.11,165.66,4572660
3/26/2020 16:00:00,167.96,175,167.02,173.11,3706701
3/27/2020 16:00:00,170.45,177.43,168.51,173.19,2211500
3/30/2020 16:00:00,177.6,179.86,174,174.48,2328561
3/31/2020 16:00:00,173.74,174.55,170.69,173.25,2082710
4/1/2020 16:00:00,171.88,177.49,170.98,174.66,2569834
4/2/2020 16:00:00,173.79,182.29,173.79,179.7,3044551
4/3/2020 16:00:00,178.31,182.43,174.87,177.54,2277591
4/6/2020 16:00:00,177.59,182.34,173.41,181.38,2551441
4/7/2020 16:00:00,179.8,184.76,178.51,181.5,2477907
4/8/2020 16:00:00,182.88,182.94,178.51,181.04,1987792
4/9/2020 16:00:00,179.23,186.77,178.52,184.21,2114505
4/13/2020 16:00:00,183.52,187.28,182.39,185.47,1140517
4/14/2020 16:00:00,189.99,195.82,188.07,194.37,2566739
4/15/2020 16:00:00,193.78,198.61,193.78,195.64,1598784
4/16/2020 16:00:00,197.45,198.75,194.26,196.49,1831718
4/17/2020 16:00:00,194.12,194.74,189.26,193.5,2442423
